term_id,name,slug,main_category,original_path,new_path,confidence,reason,count
2015,"J-Y(ST)Y EIB - Cablu ecranat, EIB",j-ysty-eib-cablu-ecranat-eib,"Cabluri, conductori si conectica","Cabluri BUS > J-Y(ST)Y EIB - Cablu ecranat, EIB","Cabluri, conductori si conectica > Cabluri BUS > J-Y(ST)Y EIB - Cablu ecranat, EIB",high,keyword in root: cablu,3
1737,PROFIBUS DP - Cablu PROFIBUS,profibus-dp-cablu-profibus,"Cabluri, conductori si conectica",Cabluri BUS > PROFIBUS DP - Cablu PROFIBUS,"Cabluri, conductori si conectica > Cabluri BUS > PROFIBUS DP - Cablu PROFIBUS",high,keyword in root: cablu,4
1805,Cabluri coaxiale,cabluri-coaxiale,"Retelistica, date si telecomunicatii",Cabluri coaxiale,"Retelistica, date si telecomunicatii > Cabluri coaxiale",high,keyword in root: coaxial,3
430,Cabluri coaxiale DIGI-SAT,cabluri-coaxiale-digi-sat,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT",high,keyword in root: sat,13
1264,Cabluri coaxiale DIGI-SAT 3000,cabluri-coaxiale-digi-sat-3000,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3000,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3000",high,keyword in root: sat,2
1156,Cabluri coaxiale DIGI-SAT 3000 LS0H,cabluri-coaxiale-digi-sat-3000-ls0h,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3000 LS0H,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3000 LS0H",high,keyword in root: sat,2
1972,Cabluri coaxiale DIGI-SAT 3010,cabluri-coaxiale-digi-sat-3010,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3010,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3010",high,keyword in root: sat,2
2082,Cabluri coaxiale DIGI-SAT 3011 PE,cabluri-coaxiale-digi-sat-3011-pe,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3011 PE,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3011 PE",high,keyword in root: sat,2
431,Cabluri coaxiale DIGI-SAT 3030,cabluri-coaxiale-digi-sat-3030,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3030,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3030",high,keyword in root: sat,2
2059,Cabluri coaxiale DIGI-SAT 3040,cabluri-coaxiale-digi-sat-3040,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3040,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3040",high,keyword in root: sat,2
1990,Cabluri coaxiale DIGI-SAT 3050,cabluri-coaxiale-digi-sat-3050,"Retelistica, date si telecomunicatii",Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3050,"Retelistica, date si telecomunicatii > Cabluri coaxiale DIGI-SAT > Cabluri coaxiale DIGI-SAT 3050",high,keyword in root: sat,1
126,Cabluri cu izolație fără halogen și rezistente la foc,cabluri-cu-izolatie-fara-halogen-si-rezistente-la-foc,"Cabluri, conductori si conectica",Cabluri cu izolație fără halogen și rezistente la foc,"Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc",high,keyword in root: cablu,119
1747,(N)HXCH FE180,nhxch-fe180,"Cabluri, conductori si conectica",Cabluri cu izolație fără halogen și rezistente la foc > (N)HXCH FE180,"Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > (N)HXCH FE180",high,keyword in root: cablu,4
1748,E30 KERAM - Cablu de energie cu conductoare concentrice 0.6,e30-keram-cablu-de-energie-cu-conductoare-concentrice-0-6,"Cabluri, conductori si conectica",Cabluri cu izolație fără halogen și rezistente la foc > (N)HXCH FE180 > E30 KERAM - Cablu de energie cu conductoare concentrice 0.6,"Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > (N)HXCH FE180 > E30 KERAM - Cablu de energie cu conductoare concentrice 0.6",high,keyword in root: cablu,4
1749,"1 kV fără halogenuri, rezistent la foc E30",1-kv-fara-halogenuri-rezistent-la-foc-e30-e30-keram-cablu-de-energie-cu-conductoare-concentrice-0-6,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > (N)HXCH FE180 > E30 KERAM - Cablu de energie cu conductoare concentrice 0.6 > 1 kV fără halogenuri, rezistent la foc E30","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > (N)HXCH FE180 > E30 KERAM - Cablu de energie cu conductoare concentrice 0.6 > 1 kV fără halogenuri, rezistent la foc E30",high,keyword in root: cablu,4
127,(N)HXH FE180,nhxh-fe180,"Cabluri, conductori si conectica",Cabluri cu izolație fără halogen și rezistente la foc > (N)HXH FE180,"Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > (N)HXH FE180",high,keyword in root: cablu,34
128,E30 KERAM - Cablu de energie 0.6,e30-keram-cablu-de-energie-0-6,"Cabluri, conductori si conectica",Cabluri cu izolație fără halogen și rezistente la foc > (N)HXH FE180 > E30 KERAM - Cablu de energie 0.6,"Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > (N)HXH FE180 > E30 KERAM - Cablu de energie 0.6",high,keyword in root: cablu,34
129,"1 kV fără halogenuri, rezistent la foc E30",1-kv-fara-halogenuri-rezistent-la-foc-e30,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > (N)HXH FE180 > E30 KERAM - Cablu de energie 0.6 > 1 kV fără halogenuri, rezistent la foc E30","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > (N)HXH FE180 > E30 KERAM - Cablu de energie 0.6 > 1 kV fără halogenuri, rezistent la foc E30",high,keyword in root: cablu,34
545,"JE-H(ST)H BMK E30 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E30",je-hsth-bmk-e30-cablu-instalatii-de-semnalizare-incendiu-rosu-ignifug-fara-halogenuri-rezistent-la-foc-e30,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H BMK E30 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E30","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H BMK E30 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E30",high,keyword in root: cablu,5
1408,"JE-H(ST)H BMK E90 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E90",je-hsth-bmk-e90-cablu-instalatii-de-semnalizare-incendiu-rosu-ignifug-fara-halogenuri-rezistent-la-foc-e90,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H BMK E90 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E90","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H BMK E90 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E90",high,keyword in root: cablu,1
1769,"JE-H(ST)H E30 - Cablu de telecomunicații ignifug, fără halogenuri, rezistent la foc E30",je-hsth-e30-cablu-de-telecomunicatii-ignifug-fara-halogenuri-rezistent-la-foc-e30,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H E30 - Cablu de telecomunicații ignifug, fără halogenuri, rezistent la foc E30","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H E30 - Cablu de telecomunicații ignifug, fără halogenuri, rezistent la foc E30",high,keyword in root: cablu,7
1528,"JE-H(ST)H E60 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E60",je-hsth-e60-cablu-instalatii-de-semnalizare-incendiu-rosu-ignifug-fara-halogenuri-rezistent-la-foc-e60,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H E60 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E60","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H E60 - Cablu instalații de semnalizare incendiu, roșu, ignifug, fără halogenuri, rezistent la foc E60",high,keyword in root: cablu,12
966,"JE-H(ST)H E90 - Cablu de telecomunicații ignifug, fără halogenuri, rezistent la foc E90",je-hsth-e90-cablu-de-telecomunicatii-ignifug-fara-halogenuri-rezistent-la-foc-e90,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H E90 - Cablu de telecomunicații ignifug, fără halogenuri, rezistent la foc E90","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > JE-H(ST)H E90 - Cablu de telecomunicații ignifug, fără halogenuri, rezistent la foc E90",high,keyword in root: cablu,16
801,NHXCH E90 - Cablu de energie cu conductoare concentrice 0.6,nhxch-e90-cablu-de-energie-cu-conductoare-concentrice-0-6,"Cabluri, conductori si conectica",Cabluri cu izolație fără halogen și rezistente la foc > NHXCH E90 - Cablu de energie cu conductoare concentrice 0.6,"Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > NHXCH E90 - Cablu de energie cu conductoare concentrice 0.6",high,keyword in root: cablu,5
802,"1 kV fără halogenuri, rezistent la foc E90",1-kv-fara-halogenuri-rezistent-la-foc-e90-nhxch-e90-cablu-de-energie-cu-conductoare-concentrice-0-6,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > NHXCH E90 - Cablu de energie cu conductoare concentrice 0.6 > 1 kV fără halogenuri, rezistent la foc E90","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > NHXCH E90 - Cablu de energie cu conductoare concentrice 0.6 > 1 kV fără halogenuri, rezistent la foc E90",high,keyword in root: cablu,5
543,NHXH E90 - Cablu de energie 0.6,nhxh-e90-cablu-de-energie-0-6,"Cabluri, conductori si conectica",Cabluri cu izolație fără halogen și rezistente la foc > NHXH E90 - Cablu de energie 0.6,"Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > NHXH E90 - Cablu de energie 0.6",high,keyword in root: cablu,35
544,"1 kV fără halogenuri, rezistent la foc E90",1-kv-fara-halogenuri-rezistent-la-foc-e90,"Cabluri, conductori si conectica","Cabluri cu izolație fără halogen și rezistente la foc > NHXH E90 - Cablu de energie 0.6 > 1 kV fără halogenuri, rezistent la foc E90","Cabluri, conductori si conectica > Cabluri cu izolație fără halogen și rezistente la foc > NHXH E90 - Cablu de energie 0.6 > 1 kV fără halogenuri, rezistent la foc E90",high,keyword in root: cablu,35
30,Cabluri cu izolație și manta din PVC,cabluri-cu-izolatie-si-manta-din-pvc,"Cabluri, conductori si conectica",Cabluri cu izolație și manta din PVC,"Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC",high,keyword in root: cablu,355
694,"(H)03VH-H - Cordon cu izolație din PVC, fără manta",h03vh-h-cordon-cu-izolatie-din-pvc-fara-manta,"Cabluri, conductori si conectica","Cabluri cu izolație și manta din PVC > (H)03VH-H - Cordon cu izolație din PVC, fără manta","Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > (H)03VH-H - Cordon cu izolație din PVC, fără manta",high,keyword in root: cablu,9
486,"(N)YFAZ - Cordon cu izolație din PVC, fără manta",nyfaz-cordon-cu-izolatie-din-pvc-fara-manta,"Cabluri, conductori si conectica","Cabluri cu izolație și manta din PVC > (N)YFAZ - Cordon cu izolație din PVC, fără manta","Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > (N)YFAZ - Cordon cu izolație din PVC, fără manta",high,keyword in root: cablu,6
1384,(N)YM(ST)-J - Cablu ecranat cu izolație și manta din PVC,nymst-j-cablu-ecranat-cu-izolatie-si-manta-din-pvc,"Cabluri, conductori si conectica",Cabluri cu izolație și manta din PVC > (N)YM(ST)-J - Cablu ecranat cu izolație și manta din PVC,"Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > (N)YM(ST)-J - Cablu ecranat cu izolație și manta din PVC",high,keyword in root: cablu,10
703,(N)YM - Cablu cu izolație și manta din PVC,nym-cablu-cu-izolatie-si-manta-din-pvc,"Cabluri, conductori si conectica",Cabluri cu izolație și manta din PVC > (N)YM - Cablu cu izolație și manta din PVC,"Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > (N)YM - Cablu cu izolație și manta din PVC",high,keyword in root: cablu,88
269,H03VV-F A03VV-F - Cablu cu izolație și manta din PVC,h03vv-f-a03vv-f-cablu-cu-izolatie-si-manta-din-pvc,"Cabluri, conductori si conectica",Cabluri cu izolație și manta din PVC > H03VV-F A03VV-F - Cablu cu izolație și manta din PVC,"Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > H03VV-F A03VV-F - Cablu cu izolație și manta din PVC",high,keyword in root: cablu,67
1555,H03VVH2-F - Cablu plat cu izolație și manta din PVC,h03vvh2-f-cablu-plat-cu-izolatie-si-manta-din-pvc,"Cabluri, conductori si conectica",Cabluri cu izolație și manta din PVC > H03VVH2-F - Cablu plat cu izolație și manta din PVC,"Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > H03VVH2-F - Cablu plat cu izolație și manta din PVC",high,keyword in root: cablu,9
31,H05VV-F A05VV-F - Cablu cu izolație și manta din PVC,h05vv-f-a05vv-f-cablu-cu-izolatie-si-manta-din-pvc,"Cabluri, conductori si conectica",Cabluri cu izolație și manta din PVC > H05VV-F A05VV-F - Cablu cu izolație și manta din PVC,"Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > H05VV-F A05VV-F - Cablu cu izolație și manta din PVC",high,keyword in root: cablu,112
1058,LFZ-XY - Cablu difuzor cu izolație din PVC,lfz-xy-cablu-difuzor-cu-izolatie-din-pvc,"Cabluri, conductori si conectica",Cabluri cu izolație și manta din PVC > LFZ-XY - Cablu difuzor cu izolație din PVC,"Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > LFZ-XY - Cablu difuzor cu izolație din PVC",high,keyword in root: cablu,8
201,"YMS 0,6",yms-06,"Cabluri, conductori si conectica","Cabluri cu izolație și manta din PVC > YMS 0,6","Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > YMS 0,6",high,keyword in root: cablu,43
202,"1 kV - Cablu cu izolație și manta din PVC, pt. solicitări mecanice medii",1-kv-cablu-cu-izolatie-si-manta-din-pvc-pt-solicitari-mecanice-medii,"Cabluri, conductori si conectica","Cabluri cu izolație și manta din PVC > YMS 0,6 > 1 kV - Cablu cu izolație și manta din PVC, pt. solicitări mecanice medii","Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > YMS 0,6 > 1 kV - Cablu cu izolație și manta din PVC, pt. solicitări mecanice medii",high,keyword in root: cablu,43
540,"YMT - Cablu cu izolație și manta din PVC, cu fir de susținere",ymt-cablu-cu-izolatie-si-manta-din-pvc-cu-fir-de-sustinere,"Cabluri, conductori si conectica","Cabluri cu izolație și manta din PVC > YMT - Cablu cu izolație și manta din PVC, cu fir de susținere","Cabluri, conductori si conectica > Cabluri cu izolație și manta din PVC > YMT - Cablu cu izolație și manta din PVC, cu fir de susținere",high,keyword in root: cablu,3
32,Cabluri de comandă cu izolație din PVC,cabluri-de-comanda-cu-izolatie-din-pvc,"Automatizari, control si masurare",Cabluri de comandă cu izolație din PVC,"Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC",high,keyword in root: comanda,972
240,"2YSLCY - Cablu cu izolație din PVC pentru conectarea motoarelor, ecanat, EMC conform",2yslcy-cablu-cu-izolatie-din-pvc-pentru-conectarea-motoarelor-ecanat-emc-conform,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > 2YSLCY - Cablu cu izolație din PVC pentru conectarea motoarelor, ecanat, EMC conform","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > 2YSLCY - Cablu cu izolație din PVC pentru conectarea motoarelor, ecanat, EMC conform",high,keyword in root: comanda,12
599,"2YSLCYK - Cablu cu izolație din PVC pentru conectarea motoarelor, ecanat, EMC conform",2yslcyk-cablu-cu-izolatie-din-pvc-pentru-conectarea-motoarelor-ecanat-emc-conform,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > 2YSLCYK - Cablu cu izolație din PVC pentru conectarea motoarelor, ecanat, EMC conform","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > 2YSLCYK - Cablu cu izolație din PVC pentru conectarea motoarelor, ecanat, EMC conform",high,keyword in root: comanda,3
515,"H05VV5-F - Cablu de comandă cu izolație din PVC, rezistent la ulei",h05vv5-f-cablu-de-comanda-cu-izolatie-din-pvc-rezistent-la-ulei,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > H05VV5-F - Cablu de comandă cu izolație din PVC, rezistent la ulei","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > H05VV5-F - Cablu de comandă cu izolație din PVC, rezistent la ulei",high,keyword in root: comanda,45
698,"H05VVC4V5-K - Cablu de comandă cu izolație din PVC, ecranat, rezistent la ulei",h05vvc4v5-k-cablu-de-comanda-cu-izolatie-din-pvc-ecranat-rezistent-la-ulei,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > H05VVC4V5-K - Cablu de comandă cu izolație din PVC, ecranat, rezistent la ulei","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > H05VVC4V5-K - Cablu de comandă cu izolație din PVC, ecranat, rezistent la ulei",high,keyword in root: comanda,25
366,"SLCM 0,6",slcm-06,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > SLCM 0,6","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > SLCM 0,6",high,keyword in root: comanda,23
367,"1 kV - Cablu cu izolație din PVC pentru conectarea motoarelor, ecranat",1-kv-cablu-cu-izolatie-din-pvc-pentru-conectarea-motoarelor-ecranat,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > SLCM 0,6 > 1 kV - Cablu cu izolație din PVC pentru conectarea motoarelor, ecranat","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > SLCM 0,6 > 1 kV - Cablu cu izolație din PVC pentru conectarea motoarelor, ecranat",high,keyword in root: comanda,23
1013,"SLM 0,6",slm-06,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > SLM 0,6","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > SLM 0,6",high,keyword in root: comanda,13
1014,1 kV - Cablu cu izolație din PVC pentru conectarea motoarelor,1-kv-cablu-cu-izolatie-din-pvc-pentru-conectarea-motoarelor,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > SLM 0,6 > 1 kV - Cablu cu izolație din PVC pentru conectarea motoarelor","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > SLM 0,6 > 1 kV - Cablu cu izolație din PVC pentru conectarea motoarelor",high,keyword in root: comanda,13
78,"YSLCY - Cablu de comandă cu izolație din PVC, ecranat",yslcy-cablu-de-comanda-cu-izolatie-din-pvc-ecranat,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > YSLCY - Cablu de comandă cu izolație din PVC, ecranat","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLCY - Cablu de comandă cu izolație din PVC, ecranat",high,keyword in root: comanda,275
145,"YSLCY EB - Cablu de comandă cu izolație din PVC, pt. circuite cu siguranță intrinsecă, ecranat",yslcy-eb-cablu-de-comanda-cu-izolatie-din-pvc-pt-circuite-cu-siguranta-intrinseca-ecranat,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > YSLCY EB - Cablu de comandă cu izolație din PVC, pt. circuite cu siguranță intrinsecă, ecranat","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLCY EB - Cablu de comandă cu izolație din PVC, pt. circuite cu siguranță intrinsecă, ecranat",high,keyword in root: comanda,42
541,YSLY - Cablu de comandă 0.6,ysly-cablu-de-comanda-0-6,"Automatizari, control si masurare",Cabluri de comandă cu izolație din PVC > YSLY - Cablu de comandă 0.6,"Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLY - Cablu de comandă 0.6",high,keyword in root: comanda,23
542,"1kV cu izolație din PVC, rezistent la UV",1kv-cu-izolatie-din-pvc-rezistent-la-uv,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > YSLY - Cablu de comandă 0.6 > 1kV cu izolație din PVC, rezistent la UV","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLY - Cablu de comandă 0.6 > 1kV cu izolație din PVC, rezistent la UV",high,keyword in root: comanda,23
33,YSLY - Cablu de comandă cu izolație din PVC,ysly-cablu-de-comanda-cu-izolatie-din-pvc,"Automatizari, control si masurare",Cabluri de comandă cu izolație din PVC > YSLY - Cablu de comandă cu izolație din PVC,"Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLY - Cablu de comandă cu izolație din PVC",high,keyword in root: comanda,429
1438,YSLYCY - Cablu de comandă 0.6,yslycy-cablu-de-comanda-0-6,"Automatizari, control si masurare",Cabluri de comandă cu izolație din PVC > YSLYCY - Cablu de comandă 0.6,"Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLYCY - Cablu de comandă 0.6",high,keyword in root: comanda,2
1439,"1 kV cu izolație din PVC, ecranat, rezistent la UV",1-kv-cu-izolatie-din-pvc-ecranat-rezistent-la-uv,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > YSLYCY - Cablu de comandă 0.6 > 1 kV cu izolație din PVC, ecranat, rezistent la UV","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLYCY - Cablu de comandă 0.6 > 1 kV cu izolație din PVC, ecranat, rezistent la UV",high,keyword in root: comanda,2
1177,"YSLY EB - Cablu de comandă cu izolație din PVC, pt. circuite cu siguranță intrinsecă",ysly-eb-cablu-de-comanda-cu-izolatie-din-pvc-pt-circuite-cu-siguranta-intrinseca,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > YSLY EB - Cablu de comandă cu izolație din PVC, pt. circuite cu siguranță intrinsecă","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLY EB - Cablu de comandă cu izolație din PVC, pt. circuite cu siguranță intrinsecă",high,keyword in root: comanda,33
263,"YSLYQY - Cablu de comandă cu izolație din PVC, armat cu tresă de oțel",yslyqy-cablu-de-comanda-cu-izolatie-din-pvc-armat-cu-tresa-de-otel,"Automatizari, control si masurare","Cabluri de comandă cu izolație din PVC > YSLYQY - Cablu de comandă cu izolație din PVC, armat cu tresă de oțel","Automatizari, control si masurare > Cabluri de comandă cu izolație din PVC > YSLYQY - Cablu de comandă cu izolație din PVC, armat cu tresă de oțel",high,keyword in root: comanda,47
135,Cabluri de Cupru pentru instalații,cabluri-de-cupru-pentru-instalatii,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații",high,keyword in root: cablu,103
161,Cabluri de date F,cabluri-de-date-f,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date F,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date F",high,keyword in root: cablu,20
1968,"FTP Cat.6a 500 MHz B2ca-s1a, d1, a1",ftp-cat-6a-500-mhz-b2ca-s1a-d1-a1,"Cabluri, conductori si conectica","Cabluri de Cupru pentru instalații > Cabluri de date F > FTP Cat.6a 500 MHz B2ca-s1a, d1, a1","Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date F > FTP Cat.6a 500 MHz B2ca-s1a, d1, a1",high,keyword in root: cablu,4
1211,FTP Cat.6a 500 MHz LS0H3,ftp-cat-6a-500-mhz-ls0h3,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date F > FTP Cat.6a 500 MHz LS0H3,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date F > FTP Cat.6a 500 MHz LS0H3",high,keyword in root: cablu,9
162,UTP Cat.5e,utp-cat-5e-cabluri-de-date-f,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date F > UTP Cat.5e,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date F > UTP Cat.5e",high,keyword in root: cablu,6
1128,UTP Cat.6 LS0H 450 MHz Dca,utp-cat-6-ls0h-450-mhz-dca,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date F > UTP Cat.6 LS0H 450 MHz Dca,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date F > UTP Cat.6 LS0H 450 MHz Dca",high,keyword in root: cablu,1
1089,Cabluri de date S,cabluri-de-date-s,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date S,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date S",high,keyword in root: cablu,62
1504,"FTP Cat.7 1000 MHz, PE, de exterior",ftp-cat-7-1000-mhz-pe-de-exterior,"Cabluri, conductori si conectica","Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz, PE, de exterior","Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz, PE, de exterior",high,keyword in root: cablu,7
1150,FTP Cat.7 1000 MHz 40% LS0H,ftp-cat-7-1000-mhz-40-ls0h,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz 40% LS0H,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz 40% LS0H",high,keyword in root: cablu,3
1184,FTP Cat.7 1000 MHz 50% LS0H-3 Cca,ftp-cat-7-1000-mhz-50-ls0h-3-cca,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz 50% LS0H-3 Cca,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz 50% LS0H-3 Cca",high,keyword in root: cablu,6
1900,FTP Cat.7 1000 MHz LS0H 30%,ftp-cat-7-1000-mhz-ls0h-30,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz LS0H 30%,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz LS0H 30%",high,keyword in root: cablu,16
1233,FTP Cat.7 1000 MHz LS0H și LS0H-3 30%,ftp-cat-7-1000-mhz-ls0h-si-ls0h-3-30,"Cabluri, conductori si conectica",Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz LS0H și LS0H-3 30%,"Cabluri, conductori si conectica > Cabluri de Cupru pentru instalații > Cabluri de date S > FTP Cat.7 1000 MHz LS0H și LS0H-3 30%",high,keyword in root: cablu,14
