term_id,parent_id,parent_slug,parent_path,path,name,slug,description,display_type,image_id,image_url,menu_order,count
979,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,"Protectie electrica si comutatie > Sistemul Modul 2000TT, celule pentru întreruptoare automate","Sistemul Modul 2000TT, celule pentru întreruptoare automate",sistemul-modul-2000tt-celule-pentru-intreruptoare-automate,,default,,,0,4
980,979,sistemul-modul-2000tt-celule-pentru-intreruptoare-automate,"Protectie electrica si comutatie > Sistemul Modul 2000TT, celule pentru întreruptoare automate","Protectie electrica si comutatie > Sistemul Modul 2000TT, celule pentru întreruptoare automate > Dulapuri pentru întreruptoare automate, IP31","Dulapuri pentru întreruptoare automate, IP31",dulapuri-pentru-intreruptoare-automate-ip31,,default,,,0,4
2883,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,Protectie electrica si comutatie > Tablouri cu separatoare de sarcină verticale IP31,Tablouri cu separatoare de sarcină verticale IP31,tablouri-cu-separatoare-de-sarcina-verticale-ip31,,default,,,,8
2934,2883,tablouri-cu-separatoare-de-sarcina-verticale-ip31,Protectie electrica si comutatie > Tablouri cu separatoare de sarcină verticale IP31,Protectie electrica si comutatie > Tablouri cu separatoare de sarcină verticale IP31 > Tablouri de 800 A,Tablouri de 800 A,tablouri-de-800-a,,default,,,,4
2884,2883,tablouri-cu-separatoare-de-sarcina-verticale-ip31,Protectie electrica si comutatie > Tablouri cu separatoare de sarcină verticale IP31,Protectie electrica si comutatie > Tablouri cu separatoare de sarcină verticale IP31 > Tablouri de 1250,Tablouri de 1250,tablouri-de-1250,,default,,,,4
2885,2884,tablouri-de-1250,Protectie electrica si comutatie > Tablouri cu separatoare de sarcină verticale IP31 > Tablouri de 1250,Protectie electrica si comutatie > Tablouri cu separatoare de sarcină verticale IP31 > Tablouri de 1250 > 1600 A,1600 A,1600-a,,default,,,,4
2589,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,Protectie electrica si comutatie > Tuburi protecţie cabluri,Tuburi protecţie cabluri,tuburi-protectie-cabluri,,default,,,0,8
2195,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Întreruptoare automate compacte MB, montaj fix",intreruptoare-automate-compacte-mb-montaj-fix,,default,,,,36
2735,2195,intreruptoare-automate-compacte-mb-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix > Întreruptoare automate compacte MB, mărime constructivă 1 - 3 poli, 15kA","Întreruptoare automate compacte MB, mărime constructivă 1 - 3 poli, 15kA",intreruptoare-automate-compacte-mb-marime-constructiva-1-3-poli-15ka,,default,,,,3
2196,2195,intreruptoare-automate-compacte-mb-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix > Întreruptoare automate compacte MB, mărime constructivă 1 - 3 poli, 18kA","Întreruptoare automate compacte MB, mărime constructivă 1 - 3 poli, 18kA",intreruptoare-automate-compacte-mb-marime-constructiva-1-3-poli-18ka,,default,,,,8
2446,2195,intreruptoare-automate-compacte-mb-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix > Întreruptoare automate compacte MB, mărime constructivă 1 - 3 poli, 25kA","Întreruptoare automate compacte MB, mărime constructivă 1 - 3 poli, 25kA",intreruptoare-automate-compacte-mb-marime-constructiva-1-3-poli-25ka,,default,,,,11
2662,2195,intreruptoare-automate-compacte-mb-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix > Întreruptoare automate compacte MB, mărime constructivă 1 - 4 poli, 18kA","Întreruptoare automate compacte MB, mărime constructivă 1 - 4 poli, 18kA",intreruptoare-automate-compacte-mb-marime-constructiva-1-4-poli-18ka,,default,,,,3
2325,2195,intreruptoare-automate-compacte-mb-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix > Întreruptoare automate compacte MB, mărime constructivă 1 până la 3 - accesorii","Întreruptoare automate compacte MB, mărime constructivă 1 până la 3 - accesorii",intreruptoare-automate-compacte-mb-marime-constructiva-1-pana-la-3-accesorii,,default,,,0,4
2813,2195,intreruptoare-automate-compacte-mb-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix > Întreruptoare automate compacte MB, mărime constructivă 2 - 3 poli, 25kA","Întreruptoare automate compacte MB, mărime constructivă 2 - 3 poli, 25kA",intreruptoare-automate-compacte-mb-marime-constructiva-2-3-poli-25ka,,default,,,0,4
3094,2195,intreruptoare-automate-compacte-mb-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MB, montaj fix > Întreruptoare automate compacte MB, mărime constructivă 2 - 3 poli, 36kA","Întreruptoare automate compacte MB, mărime constructivă 2 - 3 poli, 36kA",intreruptoare-automate-compacte-mb-marime-constructiva-2-3-poli-36ka,,default,,,0,3
1238,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Întreruptoare automate compacte MC, montaj fix",intreruptoare-automate-compacte-mc-montaj-fix,,default,,,,406
2181,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 1 - 3 poli, 25kA","Întreruptoare automate compacte MC, mărime constructivă 1 - 3 poli, 25kA",intreruptoare-automate-compacte-mc-marime-constructiva-1-3-poli-25ka,,default,,,,13
2328,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 1 - 3 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 1 - 3 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-1-3-poli-50ka,,default,,,0,13
2441,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 1 - 3 poli, 100kA","Întreruptoare automate compacte MC, mărime constructivă 1 - 3 poli, 100kA",intreruptoare-automate-compacte-mc-marime-constructiva-1-3-poli-100ka,,default,,,,10
2193,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 1 - 4 poli, 25kA","Întreruptoare automate compacte MC, mărime constructivă 1 - 4 poli, 25kA",intreruptoare-automate-compacte-mc-marime-constructiva-1-4-poli-25ka,,default,,,,10
2158,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 1 - 4 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 1 - 4 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-1-4-poli-50ka,,default,,,,9
2002,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 1 - accesorii","Întreruptoare automate compacte MC, mărime constructivă 1 - accesorii",intreruptoare-automate-compacte-mc-marime-constructiva-1-accesorii,,default,,,,63
2688,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 25kA","Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 25kA",intreruptoare-automate-compacte-mc-marime-constructiva-2-3-poli-25ka,,default,,,,8
2438,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 36kA","Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 36kA",intreruptoare-automate-compacte-mc-marime-constructiva-2-3-poli-36ka,,default,,,,4
2297,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-2-3-poli-50ka,,default,,,0,14
2596,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 150kA","Întreruptoare automate compacte MC, mărime constructivă 2 - 3 poli, 150kA",intreruptoare-automate-compacte-mc-marime-constructiva-2-3-poli-150ka,,default,,,0,18
2509,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - 4 poli, 25kA","Întreruptoare automate compacte MC, mărime constructivă 2 - 4 poli, 25kA",intreruptoare-automate-compacte-mc-marime-constructiva-2-4-poli-25ka,,default,,,0,5
2467,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - 4 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 2 - 4 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-2-4-poli-50ka,,default,,,,9
2611,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - 4 poli, 150kA","Întreruptoare automate compacte MC, mărime constructivă 2 - 4 poli, 150kA",intreruptoare-automate-compacte-mc-marime-constructiva-2-4-poli-150ka,,default,,,,12
1585,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 2 - accesorii","Întreruptoare automate compacte MC, mărime constructivă 2 - accesorii",intreruptoare-automate-compacte-mc-marime-constructiva-2-accesorii,,default,,,0,74
2906,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 3 - 3 poli, 36kA","Întreruptoare automate compacte MC, mărime constructivă 3 - 3 poli, 36kA",intreruptoare-automate-compacte-mc-marime-constructiva-3-3-poli-36ka,,default,,,,3
2357,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 3 - 3 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 3 - 3 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-3-3-poli-50ka,,default,,,0,12
2162,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 3 - 3 poli, 150kA","Întreruptoare automate compacte MC, mărime constructivă 3 - 3 poli, 150kA",intreruptoare-automate-compacte-mc-marime-constructiva-3-3-poli-150ka,,default,,,,10
2810,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 3 - 4 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 3 - 4 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-3-4-poli-50ka,,default,,,0,7
1239,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 3 - accesorii","Întreruptoare automate compacte MC, mărime constructivă 3 - accesorii",intreruptoare-automate-compacte-mc-marime-constructiva-3-accesorii,,default,,,,50
2371,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 4 - 3 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 4 - 3 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-4-3-poli-50ka,,default,,,,8
2285,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 4 - 3 poli, 85kA","Întreruptoare automate compacte MC, mărime constructivă 4 - 3 poli, 85kA",intreruptoare-automate-compacte-mc-marime-constructiva-4-3-poli-85ka,,default,,,0,9
2491,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 4 - 4 poli, 50kA","Întreruptoare automate compacte MC, mărime constructivă 4 - 4 poli, 50kA",intreruptoare-automate-compacte-mc-marime-constructiva-4-4-poli-50ka,,default,,,0,4
2899,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 4 - 4 poli, 85kA","Întreruptoare automate compacte MC, mărime constructivă 4 - 4 poli, 85kA",intreruptoare-automate-compacte-mc-marime-constructiva-4-4-poli-85ka,,default,,,,2
1953,1238,intreruptoare-automate-compacte-mc-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MC, montaj fix > Întreruptoare automate compacte MC, mărime constructivă 4 - accesorii","Întreruptoare automate compacte MC, mărime constructivă 4 - accesorii",intreruptoare-automate-compacte-mc-marime-constructiva-4-accesorii,,default,,,0,39
179,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Întreruptoare automate compacte MX, montaj fix",intreruptoare-automate-compacte-mx-montaj-fix,,default,,,0,322
1169,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Combinație întreruptoare automate MX mărimea 1 și blocuri diferențiale",Combinație întreruptoare automate MX mărimea 1 și blocuri diferențiale,combinatie-intreruptoare-automate-mx-marimea-1-si-blocuri-diferentiale,,default,,,0,5
903,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Combinație întreruptoare automate MX mărimea 2 și blocuri diferențiale",Combinație întreruptoare automate MX mărimea 2 și blocuri diferențiale,combinatie-intreruptoare-automate-mx-marimea-2-si-blocuri-diferentiale,,default,,,0,3
879,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Combinație întreruptoare automate MX mărimea 3 și blocuri diferențiale",Combinație întreruptoare automate MX mărimea 3 și blocuri diferențiale,combinatie-intreruptoare-automate-mx-marimea-3-si-blocuri-diferentiale,,default,,,0,6
1017,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 1, 3 poli, 36kA","Întreruptoare automate compacte MX, mărime 1, 3 poli, 36kA",intreruptoare-automate-compacte-mx-marime-1-3-poli-36ka,,default,,,0,10
1134,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 1, 3 poli, 50kA","Întreruptoare automate compacte MX, mărime 1, 3 poli, 50kA",intreruptoare-automate-compacte-mx-marime-1-3-poli-50ka,,default,,,0,10
401,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 1, 4 poli, 36kA","Întreruptoare automate compacte MX, mărime 1, 4 poli, 36kA",intreruptoare-automate-compacte-mx-marime-1-4-poli-36ka,,default,,,0,10
656,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 1, 4 poli, 50kA","Întreruptoare automate compacte MX, mărime 1, 4 poli, 50kA",intreruptoare-automate-compacte-mx-marime-1-4-poli-50ka,,default,,,0,10
226,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 1, accesorii","Întreruptoare automate compacte MX, mărime 1, accesorii",intreruptoare-automate-compacte-mx-marime-1-accesorii,,default,,,0,38
510,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 2, 3 poli, 36kA","Întreruptoare automate compacte MX, mărime 2, 3 poli, 36kA",intreruptoare-automate-compacte-mx-marime-2-3-poli-36ka,,default,,,0,19
807,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 2, 3 poli, 50kA","Întreruptoare automate compacte MX, mărime 2, 3 poli, 50kA",intreruptoare-automate-compacte-mx-marime-2-3-poli-50ka,,default,,,0,19
877,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 2, 4 poli, 36kA","Întreruptoare automate compacte MX, mărime 2, 4 poli, 36kA",intreruptoare-automate-compacte-mx-marime-2-4-poli-36ka,,default,,,0,14
180,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 2, 4 poli, 50kA","Întreruptoare automate compacte MX, mărime 2, 4 poli, 50kA",intreruptoare-automate-compacte-mx-marime-2-4-poli-50ka,,default,,,0,14
379,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 2, accesorii","Întreruptoare automate compacte MX, mărime 2, accesorii",intreruptoare-automate-compacte-mx-marime-2-accesorii,,default,,,0,49
1336,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 3, 3 poli, 36kA","Întreruptoare automate compacte MX, mărime 3, 3 poli, 36kA",intreruptoare-automate-compacte-mx-marime-3-3-poli-36ka,,default,,,0,2
1119,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 3, 3 poli, 50kA","Întreruptoare automate compacte MX, mărime 3, 3 poli, 50kA",intreruptoare-automate-compacte-mx-marime-3-3-poli-50ka,,default,,,0,8
695,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 3, 3 poli, 70kA","Întreruptoare automate compacte MX, mărime 3, 3 poli, 70kA",intreruptoare-automate-compacte-mx-marime-3-3-poli-70ka,,default,,,0,8
1628,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 3, 4 poli, 36kA","Întreruptoare automate compacte MX, mărime 3, 4 poli, 36kA",intreruptoare-automate-compacte-mx-marime-3-4-poli-36ka,,default,,,0,2
1938,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 3, 4 poli, 50kA","Întreruptoare automate compacte MX, mărime 3, 4 poli, 50kA",intreruptoare-automate-compacte-mx-marime-3-4-poli-50ka,,default,,,,6
696,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 3, 4 poli, 70kA","Întreruptoare automate compacte MX, mărime 3, 4 poli, 70kA",intreruptoare-automate-compacte-mx-marime-3-4-poli-70ka,,default,,,0,6
181,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 3, accesorii","Întreruptoare automate compacte MX, mărime 3, accesorii",intreruptoare-automate-compacte-mx-marime-3-accesorii,,default,,,0,33
1222,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 4, 3 poli, 50kA","Întreruptoare automate compacte MX, mărime 4, 3 poli, 50kA",intreruptoare-automate-compacte-mx-marime-4-3-poli-50ka,,default,,,,8
1499,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 4, 3 poli, 70kA","Întreruptoare automate compacte MX, mărime 4, 3 poli, 70kA",intreruptoare-automate-compacte-mx-marime-4-3-poli-70ka,,default,,,0,8
640,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 4, 4 poli, 50kA","Întreruptoare automate compacte MX, mărime 4, 4 poli, 50kA",intreruptoare-automate-compacte-mx-marime-4-4-poli-50ka,,default,,,,8
1578,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 4, 4 poli, 70kA","Întreruptoare automate compacte MX, mărime 4, 4 poli, 70kA",intreruptoare-automate-compacte-mx-marime-4-4-poli-70ka,,default,,,0,8
1260,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX, mărime 4, accesorii","Întreruptoare automate compacte MX, mărime 4, accesorii",intreruptoare-automate-compacte-mx-marime-4-accesorii,,default,,,0,14
1526,179,intreruptoare-automate-compacte-mx-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MX, montaj fix > Întreruptoare automate compacte MX cu Motor, mărime 4, 70kA","Întreruptoare automate compacte MX cu Motor, mărime 4, 70kA",intreruptoare-automate-compacte-mx-cu-motor-marime-4-70ka,,default,,,0,4
667,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,"Protectie electrica si comutatie > Întreruptoare automate compacte MY, montaj fix","Întreruptoare automate compacte MY, montaj fix",intreruptoare-automate-compacte-my-montaj-fix,,default,,,0,1
668,667,intreruptoare-automate-compacte-my-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte MY, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte MY, montaj fix > Întreruptoare automate compacte MY, mărime constructivă 1 - 3 poli, 18kA","Întreruptoare automate compacte MY, mărime constructivă 1 - 3 poli, 18kA",intreruptoare-automate-compacte-my-marime-constructiva-1-3-poli-18ka,,default,,,0,1
875,,protectie-electrica-si-comutatie,Protectie electrica si comutatie,"Protectie electrica si comutatie > Întreruptoare automate compacte şi comutatoare de sarcină MZ, montaj fix","Întreruptoare automate compacte şi comutatoare de sarcină MZ, montaj fix",intreruptoare-automate-compacte-si-comutatoare-de-sarcina-mz-montaj-fix,,default,,,0,7
1835,875,intreruptoare-automate-compacte-si-comutatoare-de-sarcina-mz-montaj-fix,"Protectie electrica si comutatie > Întreruptoare automate compacte şi comutatoare de sarcină MZ, montaj fix","Protectie electrica si comutatie > Întreruptoare automate compacte şi comutatoare de sarcină MZ, montaj fix > Comutatoare de sarcină MZ, mărime constructivă 1 - 3 poli","Comutatoare de sarcină MZ, mărime constructivă 1 - 3 poli",comutatoare-de-sarcina-mz-marime-constructiva-1-3-poli,,default,,,0,1
