main_category,main_slug,root_term_id,root_name,root_slug,root_path,root_count,subtree_rows,subtree_count_sum,confidence,reason
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2155,"Series B - On-Off Cam Switch, without Key",series-b-on-off-cam-switch-without-key,"Series B - On-Off Cam Switch, without Key",16,5,32,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,3012,Series B - rotary switch,series-b-rotary-switch,Series B - rotary switch,2,3,4,high,keyword in root: rotary switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2561,Series B - Special switch,series-b-special-switch,Series B - Special switch,7,9,15,high,keyword in root: special switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2501,"Series B - tap changer, with 0 position",series-b-tap-changer-with-0-position,"Series B - tap changer, with 0 position",2,2,4,high,keyword in root: tap changer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2283,"Series B - tap changer, without 0 position",series-b-tap-changer-without-0-position,"Series B - tap changer, without 0 position",12,4,24,high,keyword in root: tap changer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2176,"Series B - Turnover Cam Switch, with 0 Position",series-b-turnover-cam-switch-with-0-position,"Series B - Turnover Cam Switch, with 0 Position",20,5,40,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2784,"Series B - Turnover Cam Switch, with Pullback",series-b-turnover-cam-switch-with-pullback,"Series B - Turnover Cam Switch, with Pullback",1,2,2,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2681,"Series B - Turnover Cam Switch, without 0 Position",series-b-turnover-cam-switch-without-0-position,"Series B - Turnover Cam Switch, without 0 Position",8,4,16,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2474,Series KN - On-Off Cam Switch,series-kn-on-off-cam-switch,Series KN - On-Off Cam Switch,15,5,30,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2811,"Series KN - On-Off Cam Switch, with Key",series-kn-on-off-cam-switch-with-key,"Series KN - On-Off Cam Switch, with Key",2,3,4,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2764,Series KN - rotary switch,series-kn-rotary-switch,Series KN - rotary switch,5,5,13,high,keyword in root: rotary switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2944,Series KN - Special switch,series-kn-special-switch,Series KN - Special switch,2,4,5,high,keyword in root: special switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2603,"Series KN - tap changer, with 0 position",series-kn-tap-changer-with-0-position,"Series KN - tap changer, with 0 position",3,3,6,high,keyword in root: tap changer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2142,"Series KN - tap changer, without 0 position",series-kn-tap-changer-without-0-position,"Series KN - tap changer, without 0 position",7,3,21,high,keyword in root: tap changer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2249,"Series KN - Turnover Cam Switch, with 0 Position",series-kn-turnover-cam-switch-with-0-position,"Series KN - Turnover Cam Switch, with 0 Position",24,5,48,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2986,"Series KN - Turnover Cam Switch, without 0 Position",series-kn-turnover-cam-switch-without-0-position,"Series KN - Turnover Cam Switch, without 0 Position",7,4,18,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,287,Series KN Mini - On-Off Cam Switch,series-kn-mini-on-off-cam-switch,Series KN Mini - On-Off Cam Switch,6,3,12,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2889,Series KN Mini - rotary switch,series-kn-mini-rotary-switch,Series KN Mini - rotary switch,1,2,2,high,keyword in root: rotary switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2768,"Series KN Mini - tap changer, with 0 position",series-kn-mini-tap-changer-with-0-position,"Series KN Mini - tap changer, with 0 position",2,2,4,high,keyword in root: tap changer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2061,"Series KN Mini - tap changer, without 0 position",series-kn-mini-tap-changer-without-0-position,"Series KN Mini - tap changer, without 0 position",2,2,4,high,keyword in root: tap changer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,1820,"Series KN Mini - Turnover Cam Switch, with 0 Position",series-kn-mini-turnover-cam-switch-with-0-position,"Series KN Mini - Turnover Cam Switch, with 0 Position",8,3,16,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,1668,"Series KN Mini - Turnover Cam Switch, without 0 Position",series-kn-mini-turnover-cam-switch-without-0-position,"Series KN Mini - Turnover Cam Switch, without 0 Position",6,3,12,high,keyword in root: cam switch
Protectie electrica si comutatie,protectie-electrica-si-comutatie,979,"Sistemul Modul 2000TT, celule pentru întreruptoare automate",sistemul-modul-2000tt-celule-pentru-intreruptoare-automate,"Sistemul Modul 2000TT, celule pentru întreruptoare automate",4,2,8,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2883,Tablouri cu separatoare de sarcină verticale IP31,tablouri-cu-separatoare-de-sarcina-verticale-ip31,Tablouri cu separatoare de sarcină verticale IP31,8,4,20,high,keyword in root: separatoare
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2589,Tuburi protecţie cabluri,tuburi-protectie-cabluri,Tuburi protecţie cabluri,8,1,8,high,keyword in root: protectie
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2195,"Întreruptoare automate compacte MB, montaj fix",intreruptoare-automate-compacte-mb-montaj-fix,"Întreruptoare automate compacte MB, montaj fix",36,8,72,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,1238,"Întreruptoare automate compacte MC, montaj fix",intreruptoare-automate-compacte-mc-montaj-fix,"Întreruptoare automate compacte MC, montaj fix",406,25,812,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,179,"Întreruptoare automate compacte MX, montaj fix",intreruptoare-automate-compacte-mx-montaj-fix,"Întreruptoare automate compacte MX, montaj fix",322,27,644,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,667,"Întreruptoare automate compacte MY, montaj fix",intreruptoare-automate-compacte-my-montaj-fix,"Întreruptoare automate compacte MY, montaj fix",1,2,2,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,875,"Întreruptoare automate compacte şi comutatoare de sarcină MZ, montaj fix",intreruptoare-automate-compacte-si-comutatoare-de-sarcina-mz-montaj-fix,"Întreruptoare automate compacte şi comutatoare de sarcină MZ, montaj fix",7,5,14,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,120,Întreruptoare automate cu protecţie diferenţială - COMBI,intreruptoare-automate-cu-protectie-diferentiala-combi,Întreruptoare automate cu protecţie diferenţială - COMBI,192,15,384,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,88,Întreruptoare automate modulare,intreruptoare-automate-modulare,Întreruptoare automate modulare,878,20,1756,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,172,Întreruptoare automate pentru protecţia motoarelor seria MP (BE4),intreruptoare-automate-pentru-protectia-motoarelor-seria-mp-be4,Întreruptoare automate pentru protecţia motoarelor seria MP (BE4),29,3,58,high,keyword in root: intreruptoare automate
Protectie electrica si comutatie,protectie-electrica-si-comutatie,2166,"Întreruptoare compacte şi comutatoare MC, în execuţie plug-in şi debroşabilă",intreruptoare-compacte-si-comutatoare-mc-in-executie-plug-in-si-debrosabila,"Întreruptoare compacte şi comutatoare MC, în execuţie plug-in şi debroşabilă",69,19,138,high,keyword in root: intreruptoare compacte
Protectie electrica si comutatie,protectie-electrica-si-comutatie,1541,"Întreruptoare pentru protecţia motoarelor, seria ALEA BES",intreruptoare-pentru-protectia-motoarelor-seria-alea-bes,"Întreruptoare pentru protecţia motoarelor, seria ALEA BES",1,2,2,high,keyword in root: protectia
Protectie electrica si comutatie,protectie-electrica-si-comutatie,336,"Întreruptoare pentru protecţia motoarelor, seria BE5, BE6",intreruptoare-pentru-protectia-motoarelor-seria-be5-be6,"Întreruptoare pentru protecţia motoarelor, seria BE5, BE6",61,8,122,high,keyword in root: protectia
Protectie electrica si comutatie,protectie-electrica-si-comutatie,316,"Întreruptoare pentru protecţia motoarelor, seria CUBICO",intreruptoare-pentru-protectia-motoarelor-seria-cubico,"Întreruptoare pentru protecţia motoarelor, seria CUBICO",43,5,86,high,keyword in root: protectia
Protectie electrica si comutatie,protectie-electrica-si-comutatie,357,"Întreruptoare în aer MO, debroşabile",intreruptoare-in-aer-mo-debrosabile,"Întreruptoare în aer MO, debroşabile",48,8,96,high,keyword in root: intreruptoare in aer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,132,"Întreruptoare în aer MO, montaj fix",intreruptoare-in-aer-mo-montaj-fix,"Întreruptoare în aer MO, montaj fix",117,9,234,high,keyword in root: intreruptoare in aer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,973,"Întreruptoare în aer MQ, debroşabile",intreruptoare-in-aer-mq-debrosabile,"Întreruptoare în aer MQ, debroşabile",19,17,38,high,keyword in root: intreruptoare in aer
Protectie electrica si comutatie,protectie-electrica-si-comutatie,330,"Întreruptoare în aer MQ, montaj fix",intreruptoare-in-aer-mq-montaj-fix,"Întreruptoare în aer MQ, montaj fix",30,17,60,high,keyword in root: intreruptoare in aer
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,97,Accesorii generale,accesorii-generale,Accesorii generale,295,20,594,high,exact: accesorii Modul 2000/distributie
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,3341,Accesorii Modul 2500TT,accesorii-modul-2500tt,Accesorii Modul 2500TT,11,4,22,high,keyword in root: modul 2500
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,498,Accesorii pentru dulapuri monobloc KC,accesorii-pentru-dulapuri-monobloc-kc,Accesorii pentru dulapuri monobloc KC,187,31,374,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,216,Accesorii pentru dulapuri monobloc KT,accesorii-pentru-dulapuri-monobloc-kt,Accesorii pentru dulapuri monobloc KT,72,19,144,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,130,Accesorii pentru dulapuri înseriabile AC,accesorii-pentru-dulapuri-inseriabile-ac,Accesorii pentru dulapuri înseriabile AC,49,16,98,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,248,Accesorii pentru dulapuri înseriabile AT,accesorii-pentru-dulapuri-inseriabile-at,Accesorii pentru dulapuri înseriabile AT,122,10,244,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,84,Bare colectoare,bare-colectoare,Bare colectoare,268,11,536,high,keyword in root: bare colectoare
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2220,Cadre de montaj în spate,cadre-de-montaj-in-spate,Cadre de montaj în spate,37,28,85,high,keyword in root: cadre de montaj
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2504,Cadru pivotant,cadru-pivotant,Cadru pivotant,1,2,2,medium,keyword in subtree: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,701,Carcase speciale din material izolant,carcase-speciale-din-material-izolant,Carcase speciale din material izolant,25,3,50,high,keyword in root: carcase
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,3306,"Celulă cu întreruptor automat MQ, Modul 2500TT",celula-cu-intreruptor-automat-mq-modul-2500tt,"Celulă cu întreruptor automat MQ, Modul 2500TT",3,3,6,high,keyword in root: modul 2500
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,3328,"Celulă cu întreruptor automat MX, Modul 2500TT",celula-cu-intreruptor-automat-mx-modul-2500tt,"Celulă cu întreruptor automat MX, Modul 2500TT",1,3,3,high,keyword in root: modul 2500
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,950,Climatizare şi iluminat pentru dulapuri electrice,climatizare-si-iluminat-pentru-dulapuri-electrice,Climatizare şi iluminat pentru dulapuri electrice,23,5,46,high,exact: climatizare pentru dulapuri electrice
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1228,Cofrete industriale şi accesorii,cofrete-industriale-si-accesorii,Cofrete industriale şi accesorii,4,2,8,high,keyword in root: cofrete
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,250,Cofrete rezidenţiale şi casnice,cofrete-rezidentiale-si-casnice,Cofrete rezidenţiale şi casnice,260,20,586,high,keyword in root: cofrete
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1389,Compact Enclosures KCIX - Stainless Steel,compact-enclosures-kcix-stainless-steel,Compact Enclosures KCIX - Stainless Steel,4,3,8,high,keyword in root: enclosure
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1560,Compact Enclosures KCOX - Outdoor,compact-enclosures-kcox-outdoor,Compact Enclosures KCOX - Outdoor,8,3,16,high,keyword in root: enclosure
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1743,Cooling,cooling,Cooling,5,2,10,high,keyword in root: cooling
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,211,"Cutii aplicate din tablă de oţel, tip WST",cutii-aplicate-din-tabla-de-otel-tip-wst,"Cutii aplicate din tablă de oţel, tip WST",48,14,96,high,keyword in root: cutii aplicate
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,183,"Cutii aplicate din tablă de oțel, tip WKT",cutii-aplicate-din-tabla-de-otel-tip-wkt,"Cutii aplicate din tablă de oțel, tip WKT",4,3,8,high,keyword in root: cutii aplicate
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,101,"Cutii aplicate din tablă de oțel, tip WSA",cutii-aplicate-din-tabla-de-otel-tip-wsa,"Cutii aplicate din tablă de oțel, tip WSA",273,22,546,high,keyword in root: cutii aplicate
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,832,"Cutii BUS din tablă de oțel, tip WKA",cutii-bus-din-tabla-de-otel-tip-wka,"Cutii BUS din tablă de oțel, tip WKA",8,3,16,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,154,"Cutii conexiuni din tablă de oțel, tip WKA",cutii-conexiuni-din-tabla-de-otel-tip-wka,"Cutii conexiuni din tablă de oțel, tip WKA",48,4,96,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1278,Cutii de conexiuni,cutii-de-conexiuni,Cutii de conexiuni,3,1,3,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2159,Cutii din poliester,cutii-din-poliester,Cutii din poliester,56,4,112,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,997,"Cutii din poliester armat cu fibră de sticlă - MINIPOL, IP66",cutii-din-poliester-armat-cu-fibra-de-sticla-minipol-ip66,"Cutii din poliester armat cu fibră de sticlă - MINIPOL, IP66",64,10,128,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,428,Cutii rezidenţiale,cutii-rezidentiale,Cutii rezidenţiale,33,4,66,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2145,Cutii speciale cu IP65,cutii-speciale-cu-ip65,Cutii speciale cu IP65,35,6,70,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2121,"Cutii speciale din material izolant, tip EK, IP67",cutii-speciale-din-material-izolant-tip-ek-ip67,"Cutii speciale din material izolant, tip EK, IP67",56,8,112,high,keyword in root: cutii
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1683,"Doze pentru instalaţii, carcase",doze-pentru-instalatii-carcase,"Doze pentru instalaţii, carcase",324,9,648,high,keyword in root: carcase
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,242,Dulapuri compacte tip KC - culoare RAL7035,dulapuri-compacte-tip-kc-culoare-ral7035,Dulapuri compacte tip KC - culoare RAL7035,34,4,68,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,704,Dulapuri compacte tip KT - culoare RAL7035,dulapuri-compacte-tip-kt-culoare-ral7035,Dulapuri compacte tip KT - culoare RAL7035,36,5,72,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,3314,Dulapuri Modul 2500TT,dulapuri-modul-2500tt,Dulapuri Modul 2500TT,4,2,8,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,177,Dulapuri modulare de distribuţie şi contorizare - Generalităţi,dulapuri-modulare-de-distributie-si-contorizare-generalitati,Dulapuri modulare de distribuţie şi contorizare - Generalităţi,402,3,804,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,163,"Dulapuri înseriabile tip AC, RAL7035",dulapuri-inseriabile-tip-ac-ral7035,"Dulapuri înseriabile tip AC, RAL7035",56,5,112,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,341,"Dulapuri înseriabile tip AT, RAL7035",dulapuri-inseriabile-tip-at-ral7035,"Dulapuri înseriabile tip AT, RAL7035",50,5,100,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,623,Electromechanical Swivel Levers + Accessories,electromechanical-swivel-levers-accessories,Electromechanical Swivel Levers + Accessories,50,10,100,high,exact: accesorii dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1758,Enclosure Accessories,enclosure-accessories,Enclosure Accessories,14,4,28,high,keyword in root: enclosure
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,307,"Expansions and Spare Parts, ACIL-System",expansions-and-spare-parts-acil-system,"Expansions and Spare Parts, ACIL-System",89,12,190,high,keyword in root: acil
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,814,"Expansions and Spare Parts, ACILM-System",expansions-and-spare-parts-acilm-system,"Expansions and Spare Parts, ACILM-System",6,2,12,high,keyword in root: acil
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2608,Filterfans and Exhaust Filters,filterfans-and-exhaust-filters,Filterfans and Exhaust Filters,24,2,48,high,keyword in root: filterfans
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2652,Heaters,heaters,Heaters,12,4,24,high,exact: incalzitoare dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,920,Lamp Systems for Enclosures,lamp-systems-for-enclosures,Lamp Systems for Enclosures,7,1,7,high,keyword in root: enclosure
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1800,Modul 160,modul-160,Modul 160,57,8,114,medium,keyword in subtree: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2009,Modul 2000 - 60mm Rail System,modul-2000-60mm-rail-system,Modul 2000 - 60mm Rail System,2,2,4,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,797,Modul 2000 - Contrapanouri parţiale (modulare),modul-2000-contrapanouri-partiale-modulare,Modul 2000 - Contrapanouri parţiale (modulare),59,6,118,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,90,Modul 2000 - Cuve pentru montaj încastrat,modul-2000-cuve-pentru-montaj-incastrat,Modul 2000 - Cuve pentru montaj încastrat,43,3,86,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,264,Modul 2000 - Flush-Mounted Frames Flat Version 3-Part System IP20C,modul-2000-flush-mounted-frames-flat-version-3-part-system-ip20c,Modul 2000 - Flush-Mounted Frames Flat Version 3-Part System IP20C,16,3,32,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2375,Modul 2000 - IP20C Generalităţi,modul-2000-ip20c-generalitati,Modul 2000 - IP20C Generalităţi,41,2,82,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,765,"Modul 2000 - Modular Chassis with 185mm Rail System for Enclosure Series AC and KC, ACILM-System",modul-2000-modular-chassis-with-185mm-rail-system-for-enclosure-series-ac-and-kc-acilm-system,"Modul 2000 - Modular Chassis with 185mm Rail System for Enclosure Series AC and KC, ACILM-System",8,3,16,high,keyword in root: enclosure
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1300,"Modul 2000 - Modular Chassis with Front Plates Sheet Steel, ACIL-System",modul-2000-modular-chassis-with-front-plates-sheet-steel-acil-system,"Modul 2000 - Modular Chassis with Front Plates Sheet Steel, ACIL-System",16,3,32,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1376,Modul 2000 - Montanţi verticali (asigură structura insertului-stânga dreapta),modul-2000-montanti-verticali-asigura-structura-insertului-stanga-dreapta,Modul 2000 - Montanţi verticali (asigură structura insertului-stânga dreapta),39,7,78,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,774,Modul 2000 - Măşti frontale (Plastroane),modul-2000-masti-frontale-plastroane,Modul 2000 - Măşti frontale (Plastroane),186,36,372,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2203,Modul 2000 - Panouri spate pentru rame aplicate IP20C,modul-2000-panouri-spate-pentru-rame-aplicate-ip20c,Modul 2000 - Panouri spate pentru rame aplicate IP20C,38,2,76,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1337,"Modul 2000 - Rame (cu uşă) şi dulapuri complete-aplicate, versiunea plată",modul-2000-rame-cu-usa-si-dulapuri-complete-aplicate-versiunea-plata,"Modul 2000 - Rame (cu uşă) şi dulapuri complete-aplicate, versiunea plată",4,3,8,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,993,"Modul 2000 - Rame aplicate + uşă, IP20C",modul-2000-rame-aplicate-usa-ip20c,"Modul 2000 - Rame aplicate + uşă, IP20C",74,9,148,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2587,Modul 2000 - Rame aplicate fără uşă,modul-2000-rame-aplicate-fara-usa,Modul 2000 - Rame aplicate fără uşă,9,2,18,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2350,"Modul 2000 - Rame componibile, aplicate tip mască",modul-2000-rame-componibile-aplicate-tip-masca,"Modul 2000 - Rame componibile, aplicate tip mască",62,5,124,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2406,Modul 2000 IP54,modul-2000-ip54,Modul 2000 IP54,37,3,74,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,558,Modul 20000 - Accesorii pentru rame aplicate IP54,modul-20000-accesorii-pentru-rame-aplicate-ip54,Modul 20000 - Accesorii pentru rame aplicate IP54,36,6,72,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,961,"Modul 2000TT, accesorii",modul-2000tt-accesorii,"Modul 2000TT, accesorii",7,4,14,high,keyword in root: modul 2000
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2073,"Măşti oarbe 19""",masti-oarbe-19,"Măşti oarbe 19""",13,2,26,high,keyword in root: masti
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2233,Măști oarbe,masti-oarbe,Măști oarbe,30,5,60,high,keyword in root: masti
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,505,Outdoor Rain Canopies,outdoor-rain-canopies,Outdoor Rain Canopies,16,3,32,high,keyword in root: outdoor rain canopies
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,99,Panouri radiante,panouri-radiante,Panouri radiante,13,4,26,high,keyword in root: panouri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,267,"Panouri spate şi laterale, perforate, IP30 pentru dulapuri DS şi DSZ",panouri-spate-si-laterale-perforate-ip30-pentru-dulapuri-ds-si-dsz,"Panouri spate şi laterale, perforate, IP30 pentru dulapuri DS şi DSZ",11,2,22,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,674,Plinte frontale și laterale,plinte-frontale-si-laterale,Plinte frontale și laterale,5,3,10,high,keyword in root: plinte
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,587,Plăci frontale,placi-frontale,Plăci frontale,10,4,20,high,keyword in root: placi frontale
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,338,Polyester enclosures series J,polyester-enclosures-series-j,Polyester enclosures series J,41,4,82,high,keyword in root: enclosure
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,981,Presetupe şi dopuri pentru dulapuri electrice,presetupe-si-dopuri-pentru-dulapuri-electrice,Presetupe şi dopuri pentru dulapuri electrice,72,11,144,high,keyword in root: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,1513,Profile montanţi verticali,profile-montanti-verticali,Profile montanţi verticali,15,3,30,high,exact: accesorii structura dulap
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2841,"Rame pentru montaj echipamente cu profil de 19""",rame-pentru-montaj-echipamente-cu-profil-de-19,"Rame pentru montaj echipamente cu profil de 19""",4,3,8,high,keyword in root: rame
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,156,Sisteme de bare colectoare,sisteme-de-bare-colectoare,Sisteme de bare colectoare,439,5,878,high,keyword in root: sisteme de bare
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,531,Sistemul de 60 mm,sistemul-de-60-mm,Sistemul de 60 mm,17,7,34,high,keyword in root: sistemul de 60 mm
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,843,Sistemul fixLink®,sistemul-fixlink,Sistemul fixLink®,50,8,100,high,keyword in root: sistemul fixlink
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,628,Socluri,socluri,Socluri,20,2,40,medium,keyword in subtree: dulapuri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,718,Stainless Steel Plinths,stainless-steel-plinths,Stainless Steel Plinths,6,3,12,high,keyword in root: stainless steel plinths
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,526,"Suporturi pentru documentaţie, şine de montaj, SIKAB",suporturi-pentru-documentatie-sine-de-montaj-sikab,"Suporturi pentru documentaţie, şine de montaj, SIKAB",28,5,56,high,keyword in root: sikab
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2419,Tablouri sosire,tablouri-sosire,Tablouri sosire,8,8,36,high,keyword in root: tablouri
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,2620,Unităţi de ventilaţie,unitati-de-ventilatie,Unităţi de ventilaţie,6,2,12,high,keyword in root: ventilatie
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,103,"Uşi IP30 pentru dulapuri de podea DS, DSZ şi DSS",usi-ip30-pentru-dulapuri-de-podea-ds-dsz-si-dss,"Uşi IP30 pentru dulapuri de podea DS, DSZ şi DSS",41,2,82,high,keyword in root: dulapuri
